Company,Website
Cardif,https://bnpparibascardif.pt/
Maven Pet,http://www.maven.pet
Cloudsweep,https://cloudsweep.ai/
Titan Forged Games,http://titanforgedgames.com
Dinâmica Virtual,http://www.dinamica-virtual.pt
Unparallel innovation,https://www.unparallel.pt/
Sentinel,http://www.sentinel-vision.com/
Muzzley,http://www.muzzley.com
Stanton Chase Portugal,http://www.stantonchase.pt/
Xsealence,https://www.xsealence.pt/
Deeper Insights,https://deeperinsights.com
Adrisoft,https://www.adrisoft.com/
Preflet,http://www.preflet.com
BrightGroup,https://brightgroup.ai/
Infinidata,http://www.infinidata.pt
Securitas,https://www.securitas.pt/
Inforcávado,https://inforcavado.com/
IBM Portugal,http://www.ibm.com/pt/pt/
Bentley Systems,http://www.bentley.com/
LabsXD,http://labsxd.com
Motorola Solutions,https://www.motorolasolutions.com/en_us.html
Amplify Creations,http://amplify.pt/
Demium,https://demium.com/
Eidosmedia,https://eidosmedia.com
SENSYS Group,http://www.sensysgroup.com
Fujifilm,https://www.fujifilm.com/pt/pt-pt
BlueWorks - Ophthalmic Imaging Management Solutions,http://www.blueworks.pt/
Helpdesk Público,https://www.helpdeskpublico.pt
DNAtech,http://www.dnatech.pt/web/
MobieTrain,https://www.mobietrain.com/
Up4Concepts,http://up4concepts.com
Hoplon,https://hoplon.pt
Jodel,https://jodel.pt/
YOMOC,http://www.yomoc.com
LAUAK Portugal,https://www.groupe-lauak.com/
Guest Ready,https://www.guestready.com
Arclasse,http://www.arclasse.pt
Optylon,http://optylon.com
Premium Rate II,https://premiumrate.pt
Newmind,https://pt.newmindservices.com/
sqill,https://sqill.so/
SURFnCODE,https://www.surfncode.io/
AppsFactory,https://appsfactory.pt/
Global Media Group,http://www.globalmediagroup.pt
Audaxys,http://www.audaxys.com
Adobe,http://www.adobe.com
Ollin Group,http://www.ollingroup.pt
TerraSystemics,http://www.terrasystemics.com
LudusCristaltec,https://luduscristaltec.com/
Sensor Tower,https://sensortower.com/
Redstor,https://www.redstor.com/
Link Consulting,http://www.linkconsulting.com
Grupo Impetus,http://impetus.pt/en/
Olisipo,http://www.olisipo.pt
LusoSpace,http://www.lusospace.com
Autodesk,https://www.autodesk.pt/
Efficio,https://www.efficioconsulting.com/
Applied Blockchain,https://appliedblockchain.com/
Codevision,https://www.codevision.pt
InfoPortugal,http://infoportugal.pt/
Zumub,https://www.zumub.com/PT/
Nimble Portal,http://www.nimble.pt
Sourcing Trust,https://www.sourcing-trust.com/
Totalstor,http://www.totalstor.com
Riopele,https://www.riopele.pt/
Outlaw Parts Culture,https://outlawparts.eu/pt
Doist,https://doist.com/
Eleos Life,https://www.eleoslife.com/
Closer Consulting,http://www.closer.pt
Findhu,http://www.findhu.pt
Meta.,http://www.meta-icg.com
AHPTUS,http://www.ahptus.com
DIGINFOR,https://www.diginfor.pt/
Medicare Portugal,https://www.medicare.pt
Dorymen (Part of HN7),https://www.hn7.nl/en/
Augusta Labs,https://www.augustalabs.ai
Lisbon Nearshore,http://www.lisbonnearshore.com
Instituto Electrotécnico Português,https://www.iep.pt/
Seidor Portugal,http://www.seidor.pt
Decunify,http://www.decunify.com
Vishay,http://www.vishay.com/
Via Directa,http://www.viadirecta.pt
Vantis,https://vantis.pt/
Banco Invest,http://www.bancoinvest.pt
Alts Digital,https://altsdigital.com
Go Work,http://emprego.gowork.pt/
I9 Business,https://i9.business/
PH informática,http://www.phinformatica.pt
DP Solucoes,https://dpsolucoes.pt/
Emma – The Sleep Company,https://team.emma-sleep.com/
Automattic,http://automattic.com/
Tinkle,http://www.tinkle.pt
Agile Cloud Solutions,http://www.agileincloud.com/
JANS Informática,https://www.jans.pt/
Maidot,http://www.maidot.pt/
Plot Content Agency,http://www.plotcontent.com/
WIT Software,http://www.wit-software.com
Dellent Consulting,http://www.dellentconsulting.com
Comparamais,https://www.comparamais.pt/
Softlogic,https://softlogic.pt
ToInovate,https://toinovate.com
DHL,https://www.dhl.com
Beontime,https://www.beontime.pt/en/
ENGIE,https://www.engie.com/en
Miio Electric,https://www.miio.pt/
ALS Global,https://www.alsglobal.com/
CTR Group,http://www.ctr-group.com/
Madmantech,https://www.madman-tech.com/
Banco Montepio,http://www.montepio.pt
Drakobox,http://www.drakobox.com
Subdron,http://www.subdron.com
NextLink,https://next-link.ch
DogChef,https://www.dogchef.be
Academia Vortal,http://www.vortal.biz
INSCALE,https://www.inscale.net/
Damia Group Portugal,http://www.damiagroup.com
Leonteq,https://www.leonteq.com/
Marmalade Game Studio,https://marmaladegamestudio.com/
vaibe,https://www.vaibe.com/
XNFY LAB by Xnfinity,https://xnfylab.com/
Fixando,https://www.fixando.com
Infor,http://www.infor.com
CellmAbs,https://www.cellmabs.com/
LandTech,https://land.tech/
BaseTx Consulting,http://www.basetx.com/
MIXMOVE,https://www.mixmove.io
Modal&More,https://modalmore.com/
Maisis,http://www.maisis.pt
SPEAK,http://www.speak.social
Logitools,http://www.logitools.pt
Humanfit,http://humanfit.pt/
Digitalspecies,http://www.digitalspecies.pt
Deemaze Software,https://deemaze.com/
Barbal - Pesagem Electrónica Lda,https://www.barbal.net/
Universidade do Minho,https://www.uminho.pt/PT
Beyond Vision,https://beyond-vision.com/
Diebold Nixdorf,https://www.dieboldnixdorf.com/
Strongstep,http://strongstep.pt/
Grupo PSA,https://www.groupe-psa.com/
Prosistav,https://prosistav.pt
asUgo,https://www.asugoconsulting.com/
GoFact,http://www.gofact.pt
Bling Energy,https://www.blingenergy.pt
Everglee,http://www.everglee.pt/
Proxeus,https://proxeus.com
F11 (Factor Eleven),https://www.factor-eleven.com
YellowIpe,https://www.yellowipe.io/
Knowledge People,http://www.keykp.com
Particle Forward,https://www.particleforward.com/
Stratosphere,https://stratosphere-technologies.com/
ABP Consultancy,https://www.abpconsultancy.com/
Targa Telematics,https://www.targatelematics.com/pt-pt/
ITSector,https://www.itsector.pt/
The Navigator Company,http://www.thenavigatorcompany.com/
Seldata,https://www.selplus.com/
Azitek,http://www.azitek.io/
Globaleda.S.A,http://www.globaleda.pt
ALERT Life Sciences Computing,http://www.alert-online.com
inCentea,http://www.incentea.pt
Sarkkis Robotics,http://www.sarkkis.com/
TeamEffort - Software Engineering,http://www.teameffort.pt/
GSTS Engineering,https://gsts-engineering.pt
Starbridge,https://starbridge.ai/
Alviere,https://alviere.com/
IncreaseTime,https://increasetime.pt/
Ciberbit,https://www.ciberbit.pt/pt/
PRN Informática,http://www.prn.pt
Spark Agency,http://www.sparkagency.pt
Ogilvy,http://www.ogilvy.pt
GoTVee,http://gotvee.com
Deltatec,http://www.deltatec.pt/
Engibots,https://engibots.com/pt/
DBServices Portugal,https://www.dbservices.pt
Zango,https://www.zango.ai/
Apgar Consulting,https://www.apgar.fr/en/home/
Care to Beauty,https://caretobeauty.com
Novatronica,https://www.novatronica.com
Taleo Consulting,https://www.taleo-consulting.com/
spotahome,https://www.spotahome.com
Iberodye,
Constellation Automotive Group Tech Hub,https://www.constellationautomotive.com/techhub
Fiducial Informatica,https://www.fiducial.fr/Solutions-informatiques/
BiLD analytics,
BluePanda,https://bluepanda.pt/
Home Hunting Lisboa,http://www.homehunting.pt
Terra das Ideias,https://www.terradasideias.com
Feet IT,
Evolute,http://www.evolute.pt
DataLab,http://www.datalab.pt
Check Point Software,http://www.checkpoint.com
Exatronic,https://www.exatronic.pt/
Solinet IT,http://www.solinet.pt/
UP Academy,https://www.upacademy.pt/
Lufthansa Technik,https://www.lufthansa-technik.com/en
Digital Works,http://www.digitalworks.pt
ikuTeam,http://www.ikuteam.com
S.D.T. Electrónica,http://www.sdt.pt
Focus2comply,https://www.focus2comply.pt/
Getir,https://getir.com
Match Profiler,https://www.m-profiler.com/
Softingal,https://www.softingal.com/
EAD – Empresa de Arquivo de Documentação,https://www.ead.pt/
Betty Labs,https://betty.football
Paydock,https://paydock.com/
Ramada Aços,https://www.ramada.pt/pt/
ITCenter,http://www.itcenter.com.pt
edit.,https://weareedit.io/
Subvertice,http://www.subvertice.com/
Associação BLC3 - Campus de Tecnologia e Inovação,https://www.blc3.pt
ProActive Solutions Portugal (ProActive.swiss),https://proactive.swiss/
Onrising,http://www.onrising.com
AIRC,http://www.airc.pt/
Novos Canais,https://novoscanais.com/
Madzuli Portugal,
BBDM Consulting Services,http://www.bbdm.pt/
Powerdot,https://www.powerdot.eu/
Valuekeep,https://www.valuekeep.com/
Pipecodes,https://www.pipecodes.com
Build Code,https://buildcode.pt/
NOS,http://www.nos.pt
Dengun,http://www.dengun.com
Nabia Solutions,http://www.nabiasolutions.com
Banco Sabadell Portugal,https://www.bancosabadellportugal.com/
Clipboard Health,https://www.clipboardhealth.com/
FootAR,https://footar.co/
CONTISYSTEMS,http://www.contisystems.pt
NewCoffee,https://www.newcoffee.pt/
Nextlane Portugal,https://www.nextlane.com/
Dura Automotive Systems,https://www.duraauto.com/
Iban Wallet,
Content Ignition,
turnU,https://www.turnu.pt
Coupang,https://coupang.com
Grupo Renascença Multimédia,https://gruporenascencamultimedia.com/
Kyntech Services,https://www.kyntech.pt/pt/
Byclosure,http://byclosure.com/
TIMWETECH,https://www.timwetech.com/
LynxiT Software,http://www.lynxitsoftware.com
Zeitreel Sonae,https://sonae.pt
Neon Labs,https://neon-labs.org/
Textkernel,http://www.textkernel.com/
Enging,https://www.enging.pt/
Sound Particles,http://www.soundparticles.com
ujet.cx,https://ujet.cx/
SwiftSo,https://www.lyzer.tech
Banco Primus,http://www.bancoprimus.pt/
JobDeploy,https://jobdeploy.com/
Drover,
EDUdigital Educação e Tecnologias,http://www.edudigital.pt
HeartGenetics,https://www.heartgenetics.com/
Gipsyy,https://gipsyy.com/
Kamae,http://www.kamae.pt/
Storyo,
Orbcom,http://www.orbcom.pt
Synelience,
FourSource,https://www.foursource.com/
Becker Professional Education,http://www.becker.com/
Aliatron,
Pura lógica,https://www.puralogica.pt/
Plauti,https://www.plauti.com/
Century 21 Portugal,http://www.century21.pt/
Visotrónica,https://visotronica.com/
Hotjar,https://www.hotjar.com/
Virtual Identity,http://www.virtual-identity.com
Cursorme Consulting,http://www.cursorme.com/
AlmaBrands,http://www.almabrand.com
Fossa Systems,https://fossa.systems
3CORESec,https://www.3coresec.com/
Teka,https://www.teka.com/
Emergn,https://www.emergn.com/
QuintoAndar,https://www.quintoandar.com.br/
inspireIT,https://inspireit.pt/
Instituto Nacional de Estatística,https://www.ine.pt
Coreworks,http://www.coreworks-sa.com/
Refer Telecom,http://www.iptelecom.pt
Wisedat,http://cms.wisedat.pt/
CardMobili,
kyndryl,https://www.ibm.com/kyndryl
Psicotec Portugal,http://psicotec.es/homepage-pt/
SBSS Consulting,http://www.sbssconsulting.pt
Avature,https://www.avature.net/
Foursys,http://www.foursys.com/
GoReady data,https://goreadydata.com/en/
Delnext,https://www.delnext.com/PT/
Next Ventures,https://www.next-ventures.com
Aircall,https://aircall.io/
Adamant,
Oncontrol Technologies,http://oncontrol-tech.com/
TekPrivacy,https://www.tekprivacy.com/
OmniumAI,https://www.omniumai.com/home
Torrestir,http://www.torrestir.pt/
Renault Cacia,https://www.renault.pt/renault-cacia.html
ListKit,https://listkit.io/
Vertente Humana,http://www.vertentehumana.pt
Mercer Portugal (Marsh McLennan),http://www.mercer.pt
ITClinical,http://www.itclinical.com
Ignít,https://ignit.tech
RIS 2048,https://www.ris2048.pt
Gif Design Studios,https://www.gifdesignstudios.com/
GitLab,https://about.gitlab.com/
TTS Lab,https://www.tts.com
GoCardless,https://gocardless.com
Design Binário,http://www.designbinario.com
Proside,http://www.proside.pt/
Joivy,https://www.joivy.com
Pragmatike,https://www.pragmatike.com/
Hyphen Digital Experience,https://www.hyphenteam.com/
Learninghubz,http://www.learninghubz.com/
Toshiba,http://www.toshiba.pt
Xperts Council,https://xpertscouncil.com
Booksy,https://booksy.com/pt-pt/
TE Connectivity,https://www.te.com/
Esprinet,http://www.esprinet.com
Startup Lisboa,http://www.startuplisboa.com
Katchit,https://www.katchit.studio/
Sky Portugal,https://sky.wd3.myworkdayjobs.com/sky_careers
Experis - Manpower Group,http://www.manpowergroup.pt/
Gobox,https://gobox.pt/
mongoose,
"Torpedo - Serviços de Informática, Lda",https://www.torpedo.pt
Readiness IT,https://www.conkord.com/
Stefanini Portugal,http://www.stefanini.com/
Estoril Sol Digital,http://www.estorilsoldigital.com
Eurocold,https://www.eurocold.pt/
Notify AI,http://ntf.ai
Nexus IT Solutions,https://nexus-solutions.pt
Nordex Group,https://www.nordex-online.com/
build.ing,https://www.linkedin.com/company/build-ing-a-greener-future/
MB2 Manufacturer,https://www.racius.com/mb2-manufacture-lda/
Ericsson Portugal,http://www.ericsson.com/pt
Havas Portugal,https://pt.havas.com/
"IT Up, We Ramp You up",http://www.itup.pt/
Datacentric-Tech,https://www.datacentric-tech.com/
Growappy,https://www.growappy.com/school/about
Tredia,https://www.tredia.media/
Nu Boyana FX,https://nuboyanafx.com
IP Telecom,http://www.iptelecom.pt/
Data4Deals,https://www.datafordeals.com/
Nelo,https://www.nelo.eu/
CTS Group,https://www.cts-group.co/
Junto,https://junto.rocks
Cofco,https://www.cofcointernational.com/
BTO,http://bto.pt/
Centro de Gestão da Rede Informática do Governo,https://www.ceger.gov.pt/
Volup,https://volup.app/
FakeDoor,https://www.fakedoor.com/
Genpact Portugal,https://www.genpact.com/
360 Imprimir / Bizay,http://www.360imprimir.pt
Eneida,https://eneida.io/
Bullray CIT,http://bullray.eu
Optigest,http://www.optigest.net
QuatroP,http://www.quatrop.pt
Omnilog,http://www.omnilog.pt/
Radically Digital,https://radically.digital/
HydraDev,http://hydradev.io
Engine AI,https://www.engineai.com/
Steltix Portugal,http://www.steltix.com
Iswari,https://www.iswari.com
Sigma Conso Portugal,http://sigmaconso.com
XLM,http://xlm.pt/
SPAL,http://www.spal.pt/
Atlana,https://www.linkedin.com/company/atlana-nearshore/
Optilink,https://www.optilink.pt/
Indicium AI,https://indicium.ai/
Viz.ai,https://www.viz.ai/
ESTG - Instituto Politécnico de Viana do Castelo,https://www.ipvc.pt/
OSKON,https://oskon.tech/
OyO,https://oyo.pt/
Parkside Interactive,http://www.parkside-interactive.com
TechRivo,https://www.techrivo.com/
DataSmart,http://www.datasmart.pt
Brandit,https://www.brandit.pt/
FinTrU,http://www.fintru.com
Tecnologias Imaginadas S.A.,http://www.tecnologiasimaginadas.com
Zurich Portugal,https://www.zurich.com.pt/pt-pt/home
Global Side Group,https://www.globalside.com/
Formind,https://www.formind.fr/
HumanIT,https://humanit.pt
Platforme,https://www.platforme.com
Cision,https://www.cision.pt/
Emvenci Business Services,https://www.emvenci.com/
FutureView,http://futureview.pt/
Força developers,https://www.tektone.com/
UnYLeYa Portugal,http://www.unyleya.pt
Virtuleap,https://virtuleap.com/
NovaIT - Soluções Informáticas,https://novait.pt/
Central Lobão,http://www.centrallobao.com
K2 Partnering Solutions,https://k2partnering.com/pt/
VML Enterprise Solutions,https://www.vml.com/expertise/enterprise-solutions
Mais Eficaz,http://www.maiseficaz.pt
Buzina,https://www.buzina.pt/
RailCube,http://www.railcube.com
Meticube,
ONE group solutions,http://one-gs.com/
DXNet Software Development,https://www.dxnet.io/
Interface Labs,https://www.interface.social/
Devlop,https://devlop.systems/
Social Footprint,https://www.socialfootprint.pt/
Vanty International,
Gorgias,https://www.gorgias.com/
Manie,https://www.linkedin.com/company/manie-pt/
Snef Portugal,http://www.snef.fr/
Innovagency,http://www.innovagency.com
Checkout.com,https://www.checkout.com/
Boutik - Design & Marketing Studio,http://www.boutik.pt
Smartwatt,https://smartwatt.pt
Longo Plano,http://www.longoplano.pt
Inductiva Research Labs,https://inductiva.ai/
Emagine (antiga Boost IT),https://www.emagine.pt/
Verizon,http://www.verizon.com/
Tricubo,http://www.tricubo.com
WHITE_Brand Services,http://www.white.com.pt
Fruition Partners,https://www.fruitionpartners.nl/
wtw,https://www.wtwco.com/en-US
Coollink,http://www.coollink.pt/
Inédito,http://www.inedito.com.pt
Opensoft,http://www.opensoft.pt
Full IT,
Whitesmith,https://www.whitesmith.co/
The Fintech House,https://portugalfintech.org/fintech-house
Palo Alto,http://www.paloalto.pt/
Vendap,https://www.vendap.pt/
Sweatcoin,https://sweatco.in
Sofico,http://sofico.global
Bayer,https://career.bayer.com
Saúde Viável,https://www.saudeviavel.pt/
Profidata AG,http://www.profidata.com
"Ubiquiti, inc",https://www.ui.com
WebWise,http://www.webwise.pt
TTI International Limited,http://www.tti-hr.com
UCP - Universidade Católica Portuguesa,https://www.ucp.pt/pt-pt
Prime Life Sciences,https://primelifesciences.ch/
C-MORE | Beyond the Obvious,https://cmore-sustainability.com/
Sanofi,https://www.sanofi.pt/
Câmara Municipal de Almada,https://www.cm-almada.pt/
Sportingtech,https://sportingtech.com/
Streetbees,https://www.streetbees.com/
ITSCREDIT,https://www.itscredit.com/
easyVISTA,http://www.easyvista.com/pt/
Click Profit,http://www.clickprofit.pt
NANIUM,http://www.nanium.com
Aroundhome,https://www.aroundhome.de/
mgm technology partners Portugal,http://www.mgm-tp.com
Pluricosmética,https://www.pluricosmetica.com/
RightCo,https://rightco.pt
Flowake,https://www.flowake.com/
FRUTI-TAIPINA,http://www.frutitaipina.pt
Quantico Solutions,https://www.quanticosolutions.com/
Flowinn,http://www.flowinn.biz
Life on Mars,
1nfluencers marketing,https://1nfluencersmarketing.com/
Ricardo & Vaz,https://www.ricardoevaz.com
Deltadata,https://www.racius.com/deltadata-solucoes-informaticas-lda/
Anchorage Digital,https://anchorage.com/
Fuze (8x8),https://www.fuze.com
LPM Comunicação,http://www.lpmcom.pt/
Hello Blossom,
Arcesium,http://arcesium.com/
Ytech,https://www.ytech.io/
NEC Portugal,http://pt.nec.com
Recharge.com,https://www.recharge.com/pt/pt
Infinity Group UK,https://www.infinitygroup.co.uk/
Helexia Portugal,http://www.helexia.pt
Anturio Corporation,http://anturio.com
Grupo@work,http://www.grupoatwork.com/
XIBIX Solutions,https://www.xibix.de/
Adapttech (Amparo),http://adapttech.pt/
ACLSI,http://www.aclsi.pt
AcoresPro,https://acorespro.com/
JP Systems,https://www.jp-systems.pt/
CompuGroup Medical SE & Co. KGaA,https://www.cgm.com/
Dell Portugal,http://www.dell.com
Siemens Energy,https://www.siemens-energy.com/
MagicBrain,http://www.magicbrain.pt
datahouse,https://www.datahouse.ch/
Exogenus Therapeutics,http://www.exogenus-t.com/
The Trip Boutique,https://www.thetripboutique.ai/
Claire Joster,https://www.clairejoster.com/
Leica Portugal,http://www.leica.pt
ISA - Intelligent Sensing Anywhere,
Quilaban,http://www.quilaban.pt
HCLTech,https://www.hcltech.com/
SDO Consulting,https://sdoconsulting.pt/
Frank,https://www.meet-frank.com/pt
VORTAL,http://www.vortal.biz
Bose,https://www.bose.com
SKYPRO,http://corporate.wearskypro.com
We Provide Solutions,http://www.wps.pt
WEB Porto,https://one-web.nl/web-porto/
Cachapuz,https://www.cachapuz.com/
IZILABS,http://www.izilabs.com/
Nuada,http://nuada.pt/
Infor24,http://www.infor24.com
Entrust,https://www.entrust.com/
IPS Innovative Prison Systems,https://prisonsystems.eu
Hewlett Packard Enterprise (HPE),https://www.hpe.com/pt/en/home.html
darwinLabs,http://www.darwin-labs.com/
Lluni,http://www.lluni.com
Logifuture,https://www.logifuture.com
O-Pitblast,https://www.o-pitblast.com/
WPG,https://wpg.pt/
Digiwest,https://digiwest.pt/
Oniverse,https://www.oniverse.it/en/homepage
Grupo Rumos,https://www.rumos.pt/o-grupo-rumos/
TBFiles,https://tbfiles.com/
"Docker, Inc",http://www.docker.com/
much.,https://muchconsulting.com/en/portugal/
TV APP agency,
PromeiCentro,http://www.promeicentro.com/
Imaginary Cloud,http://www.imaginarycloud.com
Maintarget,https://www.maintarget.pt/
Vizrt,https://www.vizrt.com/
General Motors Portugal,https://www.gm.com
Unilabs,http://www.unilabs.com/
BetterSoft,http://bettersoft.pt
Waeg,https://www.waeg.com
VoiceInteraction,https://www.voice-interaction.com/
CISUC,https://www.cisuc.uc.pt/
PICadvanced,http://www.picadvanced.com/
Beeverycreative,https://beeverycreative.com
Sonar,https://www.sonarsource.com/
Roche Portugal,https://www.corporate.roche.pt/
Lisbon Project,https://www.lisbonproject.com/pt/
Olympus Medical Products Portugal,https://www.olympus.pt/
D+ Publicidade,
Asistobe,https://asistobe.com/
OXY Agency,https://www.oxy.agency
Tracer,https://www.tracer.ai/
Glose,https://www.glose.pt/
Sweetcare,https://www.sweetcare.pt/
Linlab - Agência Digital,https://www.linlab.pt/
Segilac - Sistemas de Gestão de Saúde,http://www.segilac.com
Forvia,https://www.forvia.com/
Global Blue Portugal,https://www.globalblue.com/
Grupo Lusiaves,https://www.grupolusiaves.pt/pt/pagina/4/lusiaves/
Grafipronto,https://grafipronto.pt/
Growmate,https://growmate.pt/
Qintess,https://qintess.com/
Universidade do Porto,https://www.up.pt/
Kaizen Tech,https://kaizen.tech/
Openland - Soluções de Impressão,http://www.openland.eu/
Prosapient,http://prosapient.com
Automaise,https://www.automaise.com
HealthySystems,http://hltsys.pt
Bright Partners,http://www.brightpartners.com
Maersk,https://www.maersk.com/
QAValue,https://www.qavalue.com/
Scoreplay,https://www.scoreplay.io/
Iberdrola Portugal,https://www.iberdrola.pt
CHETO Corporation,https://www.cheto.eu/pt/
Nestlé,https://empresa.nestle.pt/
TalentSpirit - MAISOffice,
Grupo Sata,http://www.sata.pt/
Yari Labs,http://yarilabs.com
AGX,https://agx.pt
Robert Walters,https://www.robertwalters.pt/
Twistag,https://twistag.com/
Undandy,
Buran Studio,http://buranstudio.com/
Magikbee,https://magikbee.com/
Connexall,https://www.connexall.com/
Hercules AI,http://www.hercules.ai/
Parfois,http://www.parfois.com
A-to-Be,https://www.a-to-be.com/
RP Indusries,https://www.rppiscinas.com/pt/
Credit Suisse,http://www.credit-suisse.com/
Omnia Intrenet,https://www.omniaintranet.com/en
act digital (antiga Alter Solutions),https://www.alter-solutions.pt
XCelling,https://www.xcelling.pt/
Singular Data,http://singulardata.pt/
Privus,https://www.privus.global/
Vista Alegre,http://www.vistaalegre.com
Tourscanner,https://tourscanner.com/
Controlar - Innovating Industry,http://www.controlar.pt/
Acrontum Portugal,https://www.acrontum.com/
Trium Povoa de varzim,http://www.trium.pt/
Smartlinks,https://www.smartlinks.pt/
LXgest,https://lxgest.com
Dott,http://www.dott.pt
Dynamic4it,http://www.dynamic4it.com/
wDMI,http://www.wdmi.pt/
Float Health,http://float.pt/
NBCC Academy,https://www.nbcc-academy.com
Mitic,https://miticgroup.com/ 
Ayming Portugal,https://www.ayming.com
Rise Up,https://www.riseup.ai/
Yieldify,http://www.yieldify.com
Datacamp,https://www.datacamp.com
Mobileum,https://www.mobileum.com
Rádio Popular,https://www.radiopopular.pt/
SIXT,http://www.sixt.com
Linkfire,https://www.linkfire.com/
Seedstars,https://www.seedstars.com/
MegaTronica,http://www.megatronica.com
Domatica IoT Technology,https://www.domatica.io/
Three Sigma,https://threesigma.xyz/
MOSANO,https://mosano.eu/
MAXIMA Informática & Telecomunicações,https://www.maximainformatica.pt
MSD,http://www.msd.com/index.html
Able It,https://able-it.com/
AG-Transformer,https://pt.teamlyzer.com/companies/ag-transformer
SayNode Operations AG,https://www.saynode.ch/
YOMP,https://yomp.pt/en/
Banco ActivoBank,http://www.activobank.pt
Openvia,https://openvia.io/pt/
Padaria Portuguesa,https://www.apadariaportuguesa.pt/
4ALL Software,https://4all-software.com/
Synergie,http://www.synergie.pt
tb.lx,https://tblx.io
Hitachi Solutions,https://global.hitachi-solutions.com/
EVOLEO Technologies,http://evoleotech.com/
J5F,http://www.j5f.pt/
Yazaki,https://www.yazaki-europe.com
Partteam & Oemkiosks,http://www.oemkiosks.com
LisbonWorks,http://lisbonworks.com/
Alquimia Mistica,http://www.alquimiamistica.com
Adentis Portugal,http://www.adentis.pt/
Broadvoice,https://www.broadvoice.com/
ARDITI,https://www.arditi.pt/
GoContact,https://www.gocontact.pt/
FundCalcs,https://www.fundcalcs.com/
Generix Group,http://www.generixgroup.com/pt
Simplifydigital,http://www.simplifydigital.co.uk/
Dynamic Yield,https://www.dynamicyield.com/
Magma Studio,https://magmastudio.pt/
Netmust,http://www.netmust.eu
EastBanc Technologies,https://eastbanctech.com/
Galileu Outosurcing,https://www.grupogalileu.com/outsourcing/
Vantage Towers,http://www.vantagetowers.com
WA Fenix,http://www.wafx.global
Bold Agency,
Softag,http://softag.pt/
Telenor Shared Services AS (TSS),https://tss.telenor.com/
Webasto,https://www.webasto-group.com/en/
Galucho,http://www.galucho.pt
Veeam,https://www.veeam.com/
RedCloud,http://www.redcloudtechnology.com
ActualSales,https://actualsales.com/
Labiagro,http://www.labiagro.pt
CloudComputing,http://www.cloudcomputing.co
Elastic,http://www.elastic.co
OVANTIS HealthCare,https://www.ovantis.com/
Altitude Software,http://www.altitude.com
Glassdrive Portugal,https://www.glassdrive.pt/
UDDAN,https://uddanit.com/
ryd,https://www.ryd.one
ComparaJá.pt,https://www.comparaja.pt
Polkastarter,https://www.polkastarter.com
Os Mosqueteiros,http://www.mosqueteiros.com/
Qualitividade Consulting Group,http://www.qualitividade.pt
IronHack,https://www.ironhack.com
RandTech Computing,https://rtcom.pt/
detech.ai,
innovsimple,https://www.innovsimple.pt/
Nest Collective,https://www.nestcollective.co
2TM,http://www.2tmgroup.com
"Intento, Inc.",https://inten.to/
Infraspeak,http://www.infraspeak.com
Triede Ti,http://triedeti.pt
Hexagon Manufacturing Intelligence,https://www.hexagonmi.com/
Noras,https://www.noras.pt/home/
EDGENEERING,https://edgeneering.eu
Grupo ADA,https://ada.pt/
ubbu,https://www.ubbu.io/
Focus BC,http://www.focus-bc.com
Landka,http://landka.com/
Lift Consulting,http://www.lift.com.pt
Wincode,http://www.wincode.pt/
Juul Labs,https://www.juul.pt/
your code,https://yourcode.pt/
EnBW IT-Solutions Portugal,https://www.enbw.com/career/it-solutions/
Nova Expressão,http://www.novaexpressao.pt
Ivity Brand Corp,http://www.ivity-corp.com
bunch,https://www.bunch.capital/
Threads Styling,https://www.threadsstyling.com/
Smartidiom,http://www.smartidiom.pt
Cosmetis,https://www.cosmetis.pt/
Logic Information Systems,https://www.logicinfo.com/
Farfetch,http://www.farfetch.com
Sonae Arauco,https://www.sonaearauco.com/
SLOT Recursos Humanos,http://www.slot.pt
Only High IQ,https://onlyhighiq.com/
Netcaos,https://www.netcaos.pt/
Reatia,https://reatia.com/
Banco BNP Paribas,http://www.bnpparibas.pt
Chip7,http://www.chip7.pt
UltraNova,https://www.ultranova.pt/
Pipedrive,https://www.pipedrive.com/pt
Keep Solutions,http://www.keep.pt/
Form3,https://www.form3.tech/
SplitCode,http://splitcode.io/
Gismédia,https://www.gismedia.pt/
AVIVAR IncentiveWorks,http://www.avivar.com
Vasco Consult,https://www.vasco-consult.com/
Flix,https://flix.careers/
Vantagem+,http://www.vantagem.com
chiptec,https://www.chiptec.net/
The Agile Thinkers,https://www.theagilethinkers.com/pt
BRB Creative Agency,https://brbcreativeagency.pt/
Urban Sports Club,https://corporate.urbansportsclub.com/
Tau Tau Agency,https://tautau.pt/
Strypes Technical Software,http://www.strypes.pt
Primelayer,https://primelayer.pt/
GoMarket Agency,http://www.gomarket.pt
Montepio Crédito,https://www.montepiocredito.pt/
BladeInsight,https://www.bladeinsight.com/
Mobyd,http://www.mobyd.com
ACNE Lisboa,http://acnelisbon.com/
Arsenal do Alfeite,http://www.arsenal-alfeite.pt
Incograf,http://www.incograf.com
DreamLab Digital Story Makers,http://www.dreamlab.pt
Factis,http://www.factis.pt
Made2Web,http://www.made2web.com/
Ivet Software,http://www.ivetsoftware.com
Elife Portugal,https://elifeportugal.com/
Sinfic,http://www.sinfic.pt
Spot IT,http://spot-it.pt/
GOMA Development,https://gomadevelopment.pt/
Prilux,https://www.prilux.pt/pt
